Job Board,Post URL,Company Name,Industry,Location,Position/Title,Skills,Seniority Level,"Job Type (i,e. Remote, Hybrid, On Premise)",Minimum Years Experience
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABQA3AAAAAAAAAAAAAAAB%2FIbMVwECAQcQCAWM9kUss8csgMvooAk78%2B%2Bmc2s6rdUUcYevOdClQ3plMib18MF0XQae2zPHfyjXLvzTBZ4MIvSKdZV%2B4URQd%2F2bGuyJLKmloAIsbPmac%2FHj&job=eJmjnEI26isEuj8Gdb29eCH5m1DefNNhi-6OksGiQ8DsLybRb-6xmw,Meta,Social Media Company,"New York , NY","Research Data Scientist, Machine Learning","MS in a quantitative field such as Computer Science, Quantitative Finance, Math, Statistics, Physics, or a related Engineering degree.
 Experience with machine learning and statistical methods such as forecasting, time series analysis, hypothesis testing, classification, clustering, regression, or other advanced analytics techniques.
 Experience testable and production-level code and shipping code into production.
 Experience using version control tools such as git or mercurial.
 7+ years experience in building models and developing algorithms for machine learning, statistics, mathematical programming, and simulation in industry and/or academia.
 7+ years experience in managing and analyzing large-scale structured and unstructured data using R or Python.
 7+ years experience in SQL in big data environments (i.e. Hadoop) and data modeling.
 Experience with scientific computing and analysis packages such as NumPy, SciPy, Pandas, scikit-learn, dplyr, or ggplot2.
 Experience with machine learning libraries and packages such as PyTorch, Caffe2, TensorFlow, Keras or Theano.
 Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2.",Mid to Senior level,NA,7 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABQA3AAAAAAAAAAAAAAAB%2FIbMVwECAQcQCAWM9kUss8csgMvooAk78%2B%2Bmc2s6rdUUcYevOdClQ3plMib18MF0XQae2zPHfyjXLvzTBZ4MIvSKdZV%2B4URQd%2F2bGuyJLKmloAIsbPmac%2FHj&job=sFA67o7GfHH_UzgN80QDMLDwqffi3BeLCgGTGcnqvmdprfViP4sLKQ,Pontera,FinTech SaaS company,"New York , NY",Senior Data Analyst,"4+ years of experience working as a Data Analyst, preferably at a tech startup
 Proven experience working with Tableau (or other similar front-end data tools)
 Expert level of SQL
 Strong analytical skills
 Great communication and interpersonal skills
 Curious, independent, and self-motivated",0,0,4 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABgBCAAAAAAAAAAAAAAAB%2FIbMVwEDAQcQCB4GAZOJzE8ly0ES8obKbVb5bugmO3n347UKZzk27snqjJ81PCYhJOTRs%2BjfeylKi3bh3kOWU6bp6tN2Ln7HHX%2BYqmjm08t7CoVy1BYMi7ZwcUJqJAKXRBPRu0k%3D&job=Ujf5udZedubaePGw5YbFjyQ4xKWMfKIOsYBtZsKNXvjc0qnIsYdOmg,Columbia University,University,"New York , NY",Data Scientist,"Requires a bachelor's degree or equivalent in education and experience, plus two years of related experience
 MSc degree in data science or equivalent qualification.
 Development of analysis pipelines (Python preferred).
 Experience with Bayesian Generalized Linear Models (NumPyro, RSTAN preferred).
 Experience with developing visualization of electrophysiological data (e.g. tableu, matlab, matplotlib).
 Experience with git and ability to work collaboratively on software.",Entry Level,NA,0~2 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABwBNAAAAAAAAAAAAAAAB%2FIbMVwECAQ8wBx7%2BP1ypYvN6GkXAV9sOwlvHL4XZIJ%2FBFYjgMXbB9kuriiKvJ6MlScDKmsoKgJwij74AbYsCJ5jpq7AeuuljvwvIJzwznrUiUxDga9BIo2rHaBeZsnmWfff%2FivBM0R0RaWe3CA%3D%3D&job=_9WEXKHvb1OdYtJFxqtcC8dKXABqnERgc789_ED-OPxjCcldpkEl9g,Paypal,Financial service company,"New York , NY","Data Science Mng, Marketing Analytics","If you are a fast learner, are willing to learn and grow, have a can-do attitude, and wants to solve problems in the most pragmatic way
 
 You are curious and inquisitive: love digging into data and uncovering insights
 
 You are hyper-analytical and intellectually honest, truly believing in data-driven decisions and communicating your ideas through storytelling
 
 You are familiar with data science and machine learning techniques to improve product experiences
 
 You are a highly motivated, result-oriented self-starter, enjoy working in a fast-paced environment, and can deliver successful results with minimal guidance
 
 You are a fun-loving, adventurous team player; we would like to talk with you.",NA,NA,NA
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsABwBNAAAAAAAAAAAAAAAB%2FIbMVwECAQ8wBx7%2BP1ypYvN6GkXAV9sOwlvHL4XZIJ%2FBFYjgMXbB9kuriiKvJ6MlScDKmsoKgJwij74AbYsCJ5jpq7AeuuljvwvIJzwznrUiUxDga9BIo2rHaBeZsnmWfff%2FivBM0R0RaWe3CA%3D%3D&job=wXYsDzuvntXSCa1mPDhdWRA2GX5pDTrivTy4lzZ916JGZn0rjhqF1Q,Weill Cornell Medicine,Hospital,"New York , NY",Senior Report & Data Analyst,"Demonstrated proficiency in the Structured Query Language (SQL) required.
 Promotes and maintains a favorable work environment for yourself and others to assist in the overall mission of the medical colleges and hospital.
 Strong analytical, organizational, and problem solving skills required.
 Advocates within the organization(s) for the projects to which you are assigned and the business and strategic goals they are intended to meet.
 Demonstrated ability to develop proficiency with unfamiliar toolsets is required.
 Attention to detail, patience, and a positive, customer centric attitude are required.
 Information systems background with experience in using Crystal Business Object, Cognos, MS office products, MS SQL server as it relates to reporting and analysis.
 Excellent written, verbal communication skills are required.",Mid level,NA,4~5 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsACABYAAAAAAAAAAAAAAAB%2FIbMVwEDAQ8wBxgHAkHW8jHnfgO%2BflD%2FrMB45lbsSNPaseLYmd1iiDoDqZ9AkHcv0QQM2ExHXjXwwW6pld%2FPFQT5C%2B4ZpISFBeoNsEb2QVUXqeJN6GZQFHm8yfwWRoDXfjC4fdkApzS3kpDcEA0hXyvmEcibA6Fry2M%3D&job=o_ZMQoYyz5Cg-Ql8JxmchvSUR_3ruPD27C3jFGBzwSrrxc5b4v6Bfw,Mount Sinai,Hospital,"New York , NY",Data Science Analyst I - Genetics,"Candidates should have a Masters or PhD-level degree in any computationally-oriented field
 Solid background in programming and computational techniques.
 Strong interest in participating in research in big data and computational biomedicine",NA,NA,NA
Simply Hired,https://www.indeed.com/jobs?q=Exarca+Inc&l=New+York%2C+NY&nc=jasx&vjk=a7be1324afbc457a,EXARCA,Software Development,"New York , NY",Associate Director,"5+ years' experience in a quantitative, Data Science or other advanced data & predictive analytics role
 Must have a software development background in order to prototype custom analytics/tooling
 Practical experience with data analysis and exploration, especially with diverse data sets
 Experience in streaming and/or batch analytics (e.g. Kafka, Spark, Flink)
 Architect and work closely with other team members to develop scalable cloud-based data analytic solutions
 Capable of applying the latest technologies and methodologies in machine learning, data mining, and predictive analytics to correlate disparate datasets and events, and derive value.
 Practical experience with data mining, machine learning techniques, natural language processing, and data visualization
 Experience of working on end-to-end data science pipelines: problem scoping, data gathering, exploratory data analysis, modelling, insights, visualizations, monitoring and maintenance
 Typically requires a Graduate Degree in Math, Statistics, Engineering, Operational Research, or related field
 
 Hands on experience with implementing statistical models and Machine Learning techniques in a specific business application context
 Experience in applying optimization and numerical methods
 Expert Proficiency in Python or R
 Applied Machine Learning models such as decision trees random forest, neural networks
 Databases: SQL and any of SQL Server, Oracle, Snowflake, Postgres
 Shown success in using large amounts of data to solve analytical problems
 Experience with Natural Language Processing techniques, TensorFlow or PyTorch, SpaCy for entity recognition",Mid level,NA,5 years
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsACgBuAAAAAAAAAAAAAAAB%2FIbMVwEDARIwBxoIG2iwq%2FdRvOzxosVTKgXWK1%2Fffl4eeDABpP%2BZgEEdufX7IMceR8dYb4Emck9Qog1jEHIFwRvZHyHEyofdnCOGuFvUt2lktwIF7HETtW9IU%2F6ekPAWsTbgkgCy83%2B%2BQR9WC9I6lfARR9onq5EydfUEMw3u0%2B5EUIxXtETogamnW12UYnU%3D&job=tVIxr0jA1_V7yKqdyCCaixwwbVTwRnxCsyEEzdPEqUjoTr_i1rPU0w,Albert Einstein College of Medicine,College,"New York , NY",Data Scientist,"Bachelor’s degree in Data Science, Computer Science, Applied Math, Statistics, or other quantitative discipline.
 Master’s degree preferred.
 Outstanding quantitative modeling and statistical analysis skills (minimum of 1 years industry experience). 3 years preferred.
 Adept with Python.
 Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and hospital stakeholders.
 
 Experienced with the python scientific ecosystem (pandas, scikit-learn, matplotlib, numpy, scipy)
 Worked on software projects using a language such as Python, Java, or Javascript
 Proficiency with databases, both distributed and single, and using a query language such as SQL or Hive
 Experience with distributed analytical frameworks such as Spark or Dask
 Experience with deep learning machine learning frameworks like PyTorch or Keras
 An interest in not only building ML models but contributing to our ML tool stack
 Experience with containerization using Docker and Kubernetes",Entry Level,0,1 year
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsACwB5AAAAAAAAAAAAAAAB%2FIvUeQEDARIwByQJWFSEzQvtGnibKuIZ4XsynuNUzjgXZkngnCoMTC70JKspAQfL%2BFW2fF%2BVqHLcoTPv9CMvXdHW%2F9%2BF%2F4hBQA08HumXcU36OOZtgPPZIX1z7CUqvtsIgKJJg%2BYEO%2BAaihl5%2FBDQc5zLkYy1jLRkk2ZWw%2Bdc14YyLmwJ2FfHMFd4ZO3rmDb91fkM&job=csuu8VWfG6sIQLqoXA7x38SlGgTmRJOOqXYpMXraptWrmjEuqbNwiw,Research Foundation of The City University of New York,University,"New York , NY",Data Scientist,"Bachelor’s degree in computer science, statistics, quantitative social science (public policy, criminal justice/criminology, or sociology), or other relevant discipline with minimum three years of experience with relevant quantitative research required; OR:
 Master’s degree in the one of the above fields (preferred).
 Proven ability in statistical analysis and technical expertise in data mining.
 Proven proficiency with SQL queries and analysis is required; knowledge of relational databases and data warehousing architecture also required; hands-on ETL development experience is a plus.
 Proven proficiency with at least one statistical programming languages (R, Python) is required.
 Experience with reporting and visualizing complex research products; hands-on experience with Tableau is a plus.
 Experience with cloud environments (AWS, Azure) is a plus.
 Excellent oral and written communication skills.",NA,Hybrid,3 year
Simply Hired,https://www.simplyhired.com/search?q=data+scientist&l=new+york+&cursor=AAsADwClAAAAAAAAAAAAAAAB%2FIvUeQEDARcwDB4XAKaJVjZgeBixyzbvDMbvCWZcrTpUtH1kLb3sMRo%2B3t%2BCllKm7vBSSxgIjnQVr8kGCEH8crhUmkxQ%2BtqAE8i5B25gBWCGWLSYeie%2FTu7MjWwmQlI34SvED0yJU9mYsJ69A5D7OZe8Z%2B95fBROPMxRz5sFp6j6aYmx03STq8i6hfFYBV9Ga%2B8k2Ta%2BHnk7QfGxVJmbmJHQf52aFYCKJUU2&job=j_VWCdI-Cn8PJdnq8cciqtRh-xMX2SrYdLav_75t04g9Blpyg2qPzg,New York City Department of Housing Preservation & Development,New York City Government,"New York , NY",Senior Data Analyst,"Advanced ability to manage and analyze large datasets and write code in R, Stata, SAS, or Python, including querying enterprise-level databases using SQL;
 Ability to synthesize complex ideas and deliver them in written communications, verbal presentations, and visualizations;
 Strong ability to work creatively, thoughtfully, and productively in a solution-oriented, team-based environment;
 Strong attention to detail and ability to independently validate data integrity and analysis results;
 Strong ability to think creatively about available data to shape responses to complex policy research questions;
 Knowledge of statistical methods and ability to apply sound statistics to quantitative research;
 SQL: 1 year expereince",Entry Level,NA,1~2 years
Monster,www.monster.com/job-openings/lead-data-scientist-boston-ma--4af78777-3022-4e5b-9964-d791cccfc15d?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&amp;jvo=m.l.sc.1&amp;so=m.h.s&amp;promoted=LEXEME_PAID,"S&P Global, Inc.",,"Boston, MA",Lead Data Scientist,"Advanced statistics and modeling knowledge.

Strong data visualization skills (e.g., Tableau).

Programming skills in Python.

Detail-oriented, can identify and fix own bugs, and write code that runs efficiently.

Good experience with applying Big Data technologies (e.g., MapReduce, Hadoop, Spark) to large quantities of data.

Good experience using relational databases and SQL.",,,
Monster,https://www.monster.com/job-openings/data-scientist-grand-junction-co--4560a6a9-d1de-480c-a87d-64c7a93d7039?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.2&so=m.h.s&promoted=LEXEME_PAID,Visit Grand Junction,,"Grand Junction, CO",Data Scientist,"Three (3) years of experience manipulating data sets and building statistical models, including one (1) year of supervisory experience. Bachelor’s degree in Statistics, Mathematics, Computer Science, or another quantitative field.  Depth and breadth in quantitative knowledge. Excellent machine learning, statistical analysis and strong problem-solving analysis.  Intellectual curiosity; staying current with the latest best practices in data science, data technology tools, and rapidly changing marketing trends and consumer insights. Expertise preparation of a variety of clear and concise analytical summaries and other reports and written correspondence. Demonstratable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a fast-paced environment.  Superior verbal and written communication skills with the ability to effectively advocate technical solutions to business audiences.",,,
Monster,https://www.monster.com/job-openings/director-data-science-dorchester-ma--e6cc4022-758f-4b67-bd38-4ca512b0ef16?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.3&so=m.h.s&promoted=LEXEME_PAID,"Santander Bank, N.A.",Business Services - Other,"Dorchester, MA","Director, Data Science",,,,
Monster,https://www.monster.com/job-openings/associate-data-scientist-raleigh-nc--577c9c71-0e04-46fc-8572-5f339b3af43f?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.4&so=m.h.s&promoted=LEXEME_PAID,Carpenter Technology,,"Raleigh, NC",Associate Data Scientist,"BA in computer science, mathematics, statistics, operations research or related field required.  MS/PhD preferred. 0-3 years of experience in data science, analytics, and model building roles. Experienced in programming in Python, R, Julia, MATLAB and SAS. Knowledge of other programming languages and analysis tools (e.g. Scala, Java, Ruby, JavaScript, shell scripting). Experience using big data frameworks and tools (e.g. Hadoop, Spark, MapReduce, Hive, Pig, Luigi/Airflow, Kafka, Data streaming, NoSQL, SQL). Familiarity with cloud-based solutions (e.g. Azure, AWS EMR). Knowledge of analytical techniques and methodologies (e.g. machine learning, segmentation, mix and time series modeling, response modeling, lift modeling, experimental design, neural networks, data mining, optimization techniques). Experience with data profiling and data cleansing techniques.",,,
Monster,https://www.monster.com/job-openings/data-scientist-los-altos-ca--7fb47485-7c0a-4123-b000-466766edb9a0?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.5&so=m.h.s&promoted=LEXEME_PAID,"Alto Neuroscience, Inc.",,"Los Altos, CA",Data Scientist,"Master or PhD degree in Engineering, Neuroscience, Bioinformatics, or other quantitative fields with strong analysis and programming experience  3+ years of machine learning experience using health/biosignals Excellent understanding of machine learning techniques and algorithms Strong data engineering skills Experience with common data science toolkits and libraries, such as scikit-learn, Pandas, NumPy, SciPy, Pytorch, TensorFlow, etc. Working knowledge of Linux OS 2+ years of Python programming and product development experience A team player focused first on the company mission Strong organizational, problem-solving, and analytical skills, communication, and interpersonal skills; able to manage priorities and workflow. Versatility, flexibility, and a willingness to work within constantly changing priorities with enthusiasm Self-motivated and curious with a strong desire for continuous learning Strong business acumen",,,
Monster,https://www.monster.com/job-openings/director-i-data-science-remote-seattle-wa--09d7aeb8-0859-413c-a76b-dcd21593cb9d?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.6&so=m.h.s&promoted=LEXEME_PAID,Liberty Mutual Insurance,Insurance,"Seattle, WA","Director I, Data Science","Broad knowledge of predictive analytic techniques and statistical diagnostics of models. Advanced knowledge of predictive toolset; reflects as expert resource for tool development. Demonstrated ability to exchange ideas and convey complex information clearly and concisely. Ability to establish and build relationships within and outside the organization.  Ability to give effective training and presentations to management and other groups. Ability to use results of analysis to persuade team, department management or senior management to a particular course of action. Broad knowledge of business drivers and market context. Has a value driven perspective with regard to understanding of work context and impact. Competencies typically acquired through a Ph.D. degree (in Statistics, Mathematics, Economics, Actuarial Science or other scientific field of study) and a minimum of 3 years of relevant experience, a Master`s degree (scientific field of study) and a minimum of  6 years of relevant experience or may be acquired through a Bachelor`s degree (scientific field of study) and a minimum of  8 years of relevant experience. NLP and CV experience preferred.",,Remote,
Monster,https://www.monster.com/job-openings/head-of-data-science-advanced-analytics-new-york-city-ny--cdff2219-750d-485d-983c-10294e229872?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.7&so=m.h.s&promoted=LEXEME_PAID,Vaco,Staffing/Employment Agencies,"New York, NY",Head of Data Science & Advanced Analytics,"Masters or PhD in mathematics, computer science, statistics or machine learning  Deep understanding of data science including behavioral analytics, statistical analyses and machine learning Experience in leading, building and managing teams of data scientists Independent and creative thinker who can maintain diligent attention to detail Ability to communicate with investment management business professionals to understand requirements and solve problems Expertise In asset management process-related data Familiarity with cloud data stores. (IE: SQL, Snowlake, cosmos)  Machine Learning Expertise NOTE - reword the published job description & add to skills above",,,
Monster,https://www.monster.com/job-openings/actuary-insurance-dir-ii-data-science-management-boston-ma--a6afe762-e821-417b-9311-f5ee90354b3e?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.8&so=m.h.s&promoted=LEXEME_PAID,Liberty Mutual Insurance,Insurance,"Boston, MA","Actuary, Insurance: Dir II, Data Science Management","Actuarial function experience or designation (ACAS or FCAS) or prior data science work required 5-7 years prior relevant experience in an insurance setting and with exposure or involvement to modelling or advanced analytics  Advanced proficiency in Excel and PowerPoint and familiarity with SAS, SQL, R, Python and other big data and emerging technology tools Strong business acumen, communication skills, ability to influence stakeholders and project management skills Proven ability to quickly grasp new concepts and technologies and adapt to changes and demands in fast-paced, dynamic environment Bachelor's degree in statistics, economics or related quantitative field required",,,
Monster,https://www.monster.com/job-openings/analyst-data-science-commercial-modeling-state-auto-columbus-oh--748fa10e-238d-4503-bf41-7bafef5dcfcc?sid=ff0d19ac-605a-4ac8-8423-4c702e78544e&jvo=m.l.sc.9&so=m.h.s&promoted=LEXEME_PAID,Liberty Mutual Insurance,Insurance,"Columbus, OH","Analyst, Data Science, Commercial Modeling, State Auto","Solid knowledge of predictive analytics techniques and statistical diagnostics of models.  Advance knowledge of predictive toolset; expert resource for tool development.  Demonstrated ability to exchange ideas and convey complex information clearly and concisely. Has a value-driven perspective with regard to understanding of work context and impact. Competencies typically acquired through 0-1 yrs. of related experience with a Ph.D., a minimum of 2-3 yrs. of experience with a master’s degree, a minimum of 4+ yrs. of experience with a bachelor’s degree.",,,
Monster,https://www.monster.com/job-openings/sr-manager-data-science-mclean-va--ca717bd9-9de9-4df0-a6e9-a34fb47c324f?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.9&so=m.h.s&promoted=LEXEME_PAID,Capital One,,"McLean, VA","Sr. Manager, Data Science","Bachelor’s Degree plus 7 years of experience in data analytics, or Master’s Degree plus 5 years of experience in data analytics, or PhD plus 2 years of experience in data analytics At least 3 years’ experience in open source programming languages for large scale data analysis  At least 3 years’ experience with machine learning At least 3 years’ experience with relational databases",,,
Monster,https://www.monster.com/job-openings/senior-data-science-analyst-new-york-city-ny--f7afb162-bf1f-4f10-8c7a-f3424d3f0913?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.10&so=m.h.s&promoted=LEXEME_PAID,Randstad USA,Staffing/Employment Agencies,"New York, NY",Senior Data Science Analyst,,,,
Monster,https://www.monster.com/job-openings/data-science-software-engineer-beloit-wi--9c92ff08-32bf-4354-bb47-91386e90ca84?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.11&so=m.h.s&promoted=LEXEME_PAID,Randstad USA,Staffing/Employment Agencies,"Beloit, WI",Data Science Software Engineer,"Modern Web Development JavaScript HTML and CSS  DevOps best practices Experience with data engineering with python is a huge plus. Experience with React, Azure DevOps, GIT, and cloud-based applications (especially Microsoft Azure), are preferred but not required",,,
Monster,https://www.monster.com/job-openings/data-science-analyst-i-new-york-city-ny--d37f6860-1050-4e1c-ae9e-0d7c638f21e0?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.12&so=m.h.s&promoted=LEXEME_PAID,Randstad USA,Staffing/Employment Agencies,"New York, NY",Data Science Analyst I,,,,
Monster,https://www.monster.com/job-openings/consultant-biopharma-biometrics-statistical-programming-data-science-systems-new-haven-ct--15ede7a6-2920-4c8d-b621-287b42a1852c?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.13&so=m.h.s&promoted=LEXEME_PAID,Eliassen Group,Computer/IT Services,"New Haven, CT","Consultant, Biopharma, Biometrics, Statistical Programming, Data Science Systems","Deep understanding of Clinical Data Science and functions involved including performing clinical trials Phases I through IV, storing, analyzing, and reporting study results Proficient in CDISC especially SDTM and ADaM  Advanced SAS and SAS systems or environments running on both Linux and Windows Must have a very high level of SAS macro programming skills. Deep proficiency in working with very large datasets  Strong Programming Experience: R programming sufficient to help with R to/from SAS conversions  Java programming for Linux and Windows: Standalone applications for both OS, creating and maintaining SAS Java Objects, developing secure session applications, building automations Linux systems programming including filesystems and shell programming (cron, bash, etc.) Strong systems architecture and applications: ability to trouble-shoot programs and systems at all levels, good understanding of systems architectures and design. Data, file, network and systems security, and building application Strong administration and managerial skills in terms of vendor relations, software licenses, and handling related documentation  Ability to use various REST APIs from curl, SAS, R and Java applications",,Remote,
Monster,https://www.monster.com/job-openings/vice-president-of-data-science-boston-ma--598cc1d6-b66f-4e75-9e04-842545245680?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.14&so=m.h.s&promoted=LEXEME_PAID,Piper Companies,Staffing/Employment Agencies,"Boston, MA",Vice President of Data Science,"7+ years of relevant machine learning experience Comfortable being remaining hands-on while also managing a team PhD in Computer Science or equivalent  Prior experience with Deep Learning preferably in the context of document and text processing, computer vision, joint vision, and text models  Established track record of performing applied research and publications within Machine Learning Demonstrated experience leading data science teams. Strong written and verbal communication skills ",,,
Monster,https://www.monster.com/job-openings/director-of-algorithm-data-science-san-jose-ca--afe8c603-f38f-4d54-99ca-f72a81df7a27?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.16&so=m.h.s&promoted=LEXEME_PAID,"Vital Connect, Inc.",,"San Jose, CA",Director of Algorithm & Data Science,,,,
Monster,https://www.monster.com/job-openings/principal-associate-data-science-people-analytics-richmond-va--76341755-fb12-41d8-8589-db1c359b607d?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.17&so=m.h.s&promoted=LEXEME_PAID,Capital One,,"Richmond, VA","Principal Associate, Data Science - People Analytics","Bachelor’s Degree plus 5 years of experience in data analytics, or Master’s Degree plus 3 years in data analytics, or PhD  At least 1 year of experience in open source programming languages for large scale data analysis  At least 1 year of experience with machine learning At least 1 year of experience with relational databases 
",,,
Monster,https://www.monster.com/job-openings/retail-bank-price-and-policy-optimization-data-science-lead-senior-manager-mclean-va--1157356c-1c8b-474e-a8c3-bda3cbb4aaed?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sc.18&so=m.h.s&promoted=LEXEME_PAID,Capital One,,"McLean, VA",Retail Bank Price and Policy Optimization Data Science Lead - Senior Manager,"Bachelor’s Degree plus 7 years of experience in data analytics, or Master’s Degree plus 5 years of experience in data analytics, or PhD plus 2 years of experience in data analytics  At least 3 years’ experience in open source programming languages for large scale data analysis At least 3 years’ experience with machine learning  At least 3 years’ experience with relational databases
",,,
Monster,https://www.monster.com/job-openings/data-scientist-johnston-ri--f8d13dac-53fe-4938-8ea8-1b4891318a81?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sg.25&so=m.h.s&promoted=LEXEME_PAID,Citizens,,"Johnston, RI",Data Scientist,"Master’s or doctorate degree in statistics, economics, data science, or related field  Advanced technical programming experience, including Python and SQL, and statistical languages such as R, SAS, or Stata A strong sense of intellectual curiosity and ability to thrive and deliver value in an entrepreneurial working environment; flexibility to take on new roles and responsibilities as initiatives evolve.  Ability to work in a high-performance professional environment, with quick turn-around and evolving priorities.  Commitment to intellectual rigor and observance of compliance and data privacy controls.  A disciplined approach to making decisions and setting expectations.  Experience working with large datasets (greater than 1 million records) and applying techniques to efficiently manage big data.  Experience working with technical collaboration tools such as Git and Jira (preferred).  Experience working with financial or demographic datasets (preferred)",,,
Monster,https://www.monster.com/job-openings/manager-data-science-bellevue-wa--db4cf8fc-93a8-40de-9856-a9cb6f32dec6?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sg.47&so=m.h.s&hidesmr=1&promoted=LEXEME_PAID,Harman Connected Services Corporation India Private Limited,,"Bellevue, WA",Manager Data Science,"Bachelor’s degree in engineering/ mathematics/ statistics.  MBA in finance or strategy with expertise in formulating information from raw data is must. Overall 8-10+ year of experience required.  3-5 years of program & project management experience in data science/ analytics space.  Any reporting tool like Power BI, Excel, Tableau.  SQL Server, Oracle, must be able to write complex queries.  Excellent documentation skill using PPT, Word, Visio.  Advanced understanding of probability, statistics, machine learning, data science.  Expertise in data correlation/feature analysis, analysis of machine learning models, and optimizing models for accuracy.  Ability to research and manipulate complex and large data sets (both distributed and non-distributed).  Strong ability to synthesize complex information.  Knowledge of anomalies/outlier’s detection using unsupervised algorithms – clustering, Local Outlier Factor, Isolation Forest , etc.  Strong written and verbal communication skills.    Experience in stakeholder management.Experience using data and metrics to determine and drive improvements.  Should be data enthusiast and love working with data.",,,
Monster,https://www.monster.com/job-openings/data-scientist-ii-irving-tx--3b6d9744-32b2-48ae-b116-fcdd29950c3a?sid=ab1e1648-dda0-4ea7-b241-b3293855da3b&jvo=m.l.sg.48&so=m.h.s&hidesmr=1&promoted=LEXEME_PAID,CHRISTUS Health,Healthcare Services,"Irving, TX",Data Scientist II,"Master’s degree or PhD in Statistics ,Analytics, Computer Science, Math or a related discipline is required.  Must have communication skills and the ability to develop and present solutions to all levels of management (including executive levels). 
Must demonstrate exceptional analytical skills with business acumen 
Experience working in the healthcare setting and utilizing healthcare data to generate insights 
Demonstrate good understanding of healthcare data analytics terminology and concept ,e.g. ICD, CPT, MS-DRG, MDC, LOS, GMLOS, OBS and etc.  
Experience working in the healthcare setting and utilizing healthcare data to generate insights 
Proficiency with programming languages, automation tools and stats packages (e.g. R, python, SAS, hive)is required
Must be able to interact effectively and patiently with customers especially while under pressure.  
Must be able to manage multiple projects simultaneously to meet objectives and deadlines 
Experience with BI/visualization packages, preferably MicroStrategy 
Ability to establish and maintain positive working relationships with other employees. 
 Sound knowledge and experience in Statistical Models and Data Mining is required 
Must have demonstrated the ability to solve complex problems with minimal direction. 
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks etc.is required ",,,
